created_at,user_id_str,full_text,data_cleaning,case_folding,normalization,preprocessing_stats
Tue Nov 04 10:00:00 +0000 2025,874558344593195008,Menuju BBM E10 di 2027 bukan cuma teknologi yang Indonesia butuhin. Ada banyak hal lainnya yang harus dipersiapkan! Yuk cari tahu apa aja tantangan dan peluang di balik ambisi energi hijau ini! https://t.co/mW1Z791MZX,Menuju BBM E di bukan cuma teknologi yang Indonesia butuhin Ada banyak hal lainnya yang harus dipersiapkan Yuk cari tahu apa aja tantangan dan peluang di balik ambisi energi hijau ini,menuju bbm e di bukan cuma teknologi yang indonesia butuhin ada banyak hal lainnya yang harus dipersiapkan yuk cari tahu apa aja tantangan dan peluang di balik ambisi energi hijau ini,menuju bbm e di bukan cuma teknologi yang indonesia butuhin ada banyak hal lainnya yang harus dipersiapkan yuk cari tahu apa aja tantangan dan peluang di balik ambisi energi hijau ini,orig:217 -> final:183
Tue Nov 04 09:58:23 +0000 2025,1912027937676853249,Tiga Kelebihan Bauran BBM dengan Etanol https://t.co/QbXIbXzpJm,Tiga Kelebihan Bauran BBM dengan Etanol,tiga kelebihan bauran bbm dengan etanol,tiga kelebihan bauran bbm dengan etanol,orig:63 -> final:39
Tue Nov 04 09:42:23 +0000 2025,4660409954,gue mau cerita pengalaman gue sebagai driver gocar terkait bbm yang gue pake narik sehari-hari. jadi tuh semenjak ada isu bbm r92 yang dioplos atau r90 yang dicampur e10% lah dll. sebenrnya mobil gue gaada masalah brebet-brebet yang lagi dibicarain orang² dimanapun itu.,gue mau cerita pengalaman gue sebagai driver gocar terkait bbm yang gue pake narik sehari hari jadi tuh semenjak ada isu bbm r yang dioplos atau r yang dicampur e lah dll sebenrnya mobil gue gaada masalah brebet brebet yang lagi dibicarain orang² dimanapun itu,gue mau cerita pengalaman gue sebagai driver gocar terkait bbm yang gue pake narik sehari hari jadi tuh semenjak ada isu bbm r yang dioplos atau r yang dicampur e lah dll sebenrnya mobil gue gaada masalah brebet brebet yang lagi dibicarain orang² dimanapun itu,saya mau cerita pengalaman saya sebagai driver gocar terkait bbm yang saya pake narik sehari hari jadi tuh semenjak ada isu bbm r yang dioplos atau r yang dicampur e lah dll sebenrnya mobil saya gaada masalah brebet brebet yang lagi dibicarain orang² dimanapun itu,orig:270 -> final:264
Tue Nov 04 08:46:29 +0000 2025,496602291,eee taa tapi ini bisa disebut BBM biofuel atau bioetanol kan? ya bener sih dari teorinya ramah lingkungan ya bener sih RON nya bisa tinggi kan emang itu khasiat dri ETANOL. Kayak yg rencananya mau dicampur 10% sama pak mentri itu tuh.,eee taa tapi ini bisa disebut BBM biofuel atau bioetanol kan ya bener sih dari teorinya ramah lingkungan ya bener sih RON nya bisa tinggi kan emang itu khasiat dri ETANOL Kayak yg rencananya mau dicampur sama pak mentri itu tuh,eee taa tapi ini bisa disebut bbm biofuel atau bioetanol kan ya bener sih dari teorinya ramah lingkungan ya bener sih ron nya bisa tinggi kan emang itu khasiat dri etanol kayak yg rencananya mau dicampur sama pak mentri itu tuh,eee taa tapi ini bisa disebut bbm biofuel atau bioetanol kan bener dari teorinya ramah lingkungan bener ron nya bisa tinggi kan emang itu khasiat dri etanol kayak yang rencananya mau dicampur sama pak mentri itu tuh,orig:234 -> final:215
Tue Nov 04 08:17:48 +0000 2025,2426751872,@Ary_PrasKe2 @komaria_cocom @Anak__Ogi @BiLLRaY2019 @Budionotaslim3 @CakKhum @Cintada16 @FirzaHusain @HumorJonTampan @jhonsitorus_19 @NgkongRoses Kapan si Bahlul dicopot woy @prabowo ketum @Gerindra . Bikin susah rakyat aja sukanya. BBM kok campur etanol. Ntar klo dah kena ke mobil Menteri bahkan presiden baru tau rasa lu.,Kapan si Bahlul dicopot woy ketum Bikin susah rakyat aja sukanya BBM kok campur etanol Ntar klo dah kena ke mobil Menteri bahkan presiden baru tau rasa lu,kapan si bahlul dicopot woy ketum bikin susah rakyat aja sukanya bbm kok campur etanol ntar klo dah kena ke mobil menteri bahkan presiden baru tau rasa lu,kapan si bahlul dicopot woy ketum bikin susah rakyat aja sukanya bbm campur etanol ntar klo dah kena ke mobil menteri bahkan presiden baru tau rasa kamu,orig:324 -> final:152
Tue Nov 04 08:00:54 +0000 2025,1660219520,@TirtoID knp spbu swasta rame? tanya pertamina lah knp hancurin customer trust lu peak. bbm oplosan mengandung aer mengandung etanol and wtf.,knp spbu swasta rame tanya pertamina lah knp hancurin customer trust lu peak bbm oplosan mengandung aer mengandung etanol and wtf,knp spbu swasta rame tanya pertamina lah knp hancurin customer trust lu peak bbm oplosan mengandung aer mengandung etanol and wtf,knp spbu swasta rame tanya pertamina lah knp hancurin customer trust kamu peak bbm oplosan mengandung aer mengandung etanol and wtf,orig:141 -> final:131
Tue Nov 04 06:47:37 +0000 2025,1206761954791936001,@Ozi_Tyo Sorry bukan belain bahlil tapi kayanya emang kualitas pertamina yang jelek Dunia soalnya udah mulai beralih ke etanol buat campuran bahan bakar Disclaimer aku bukan pendukung bahlil,Sorry bukan belain bahlil tapi kayanya emang kualitas pertamina yang jelek Dunia soalnya udah mulai beralih ke etanol buat campuran bahan bakar Disclaimer aku bukan pendukung bahlil,sorry bukan belain bahlil tapi kayanya emang kualitas pertamina yang jelek dunia soalnya udah mulai beralih ke etanol buat campuran bahan bakar disclaimer aku bukan pendukung bahlil,sorry bukan belain bahlil tapi kayanya emang kualitas pertamina yang jelek dunia soalnya udah mulai beralih ke etanol buat campuran bahan bakar disclaimer aku bukan pendukung bahlil,orig:190 -> final:181
Tue Nov 04 06:43:53 +0000 2025,388190238,Pemerintah berencana menerapkan bensin campuran etanol 10% (E10) sebagai langkah menuju bahan bakar ramah lingkungan. Namun muncul pertanyaan penting: apakah semua kendaraan siap pakai E10? https://t.co/c9DrDbxubK,Pemerintah berencana menerapkan bensin campuran etanol E sebagai langkah menuju bahan bakar ramah lingkungan Namun muncul pertanyaan penting apakah semua kendaraan siap pakai E,pemerintah berencana menerapkan bensin campuran etanol e sebagai langkah menuju bahan bakar ramah lingkungan namun muncul pertanyaan penting apakah semua kendaraan siap pakai e,pemerintah berencana menerapkan bensin campuran etanol e sebagai langkah menuju bahan bakar ramah lingkungan namun muncul pertanyaan penting apakah semua kendaraan siap pakai e,orig:213 -> final:176
Tue Nov 04 06:42:14 +0000 2025,3300596173,Fungsi Etanol pada BBM: Kesiapan Motor di Indonesia Menghadapi Biofuel E10 https://t.co/NZrtRZEZGC,Fungsi Etanol pada BBM Kesiapan Motor di Indonesia Menghadapi Biofuel E,fungsi etanol pada bbm kesiapan motor di indonesia menghadapi biofuel e,fungsi etanol pada bbm kesiapan motor di indonesia menghadapi biofuel e,orig:98 -> final:71
Tue Nov 04 06:40:16 +0000 2025,1010967580419358720,@Giiselje Termasuk masukan BBM campur etanol,Termasuk masukan BBM campur etanol,termasuk masukan bbm campur etanol,termasuk masukan bbm campur etanol,orig:44 -> final:34
Tue Nov 04 06:36:25 +0000 2025,819566752359006208,be bahlil &gt;saingan pertamina pada di singkirin semua &gt;bikin kebijakan untuk campurkan bbm dengan etanol yang notabene ga sehat buat motor karbu lama ni orang bikin kebijakan ga pernah benar dah mulai dari gas lpg tambang sama sekarang bbm. aneh bat mentri lu wok,be bahlil saingan pertamina pada di singkirin semua bikin kebijakan untuk campurkan bbm dengan etanol yang notabene ga sehat buat motor karbu lama ni orang bikin kebijakan ga pernah benar dah mulai dari gas lpg tambang sama sekarang bbm aneh bat mentri lu wok,be bahlil saingan pertamina pada di singkirin semua bikin kebijakan untuk campurkan bbm dengan etanol yang notabene ga sehat buat motor karbu lama ni orang bikin kebijakan ga pernah benar dah mulai dari gas lpg tambang sama sekarang bbm aneh bat mentri lu wok,be bahlil saingan pertamina pada di singkirin semua bikin kebijakan untuk campurkan bbm dengan etanol yang notabene tidak sehat buat motor karbu lama ni orang bikin kebijakan tidak pernah benar dah mulai dari gas lpg tambang sama sekarang bbm aneh bat mentri kamu wok,orig:268 -> final:267
Tue Nov 04 05:34:40 +0000 2025,461843784,Percayalah aku paling benci kasus ini kek literally semua orang bergantung banget ama BBM. Terus motor sekarang belum disesuaikan ama BBM 10% etanol itu kupikir kemarin itu bakal diperbaiki taunya malah dilanjutkan. Motor suamiku juga kena gegara isi BBM Pertamina ,Percayalah aku paling benci kasus ini kek literally semua orang bergantung banget ama BBM Terus motor sekarang belum disesuaikan ama BBM etanol itu kupikir kemarin itu bakal diperbaiki taunya malah dilanjutkan Motor suamiku juga kena gegara isi BBM Pertamina,percayalah aku paling benci kasus ini kek literally semua orang bergantung banget ama bbm terus motor sekarang belum disesuaikan ama bbm etanol itu kupikir kemarin itu bakal diperbaiki taunya malah dilanjutkan motor suamiku juga kena gegara isi bbm pertamina,percayalah aku paling benci kasus ini kek literally semua orang bergantung sangat ama bbm terus motor sekarang belum disesuaikan ama bbm etanol itu kupikir kemarin itu bakal diperbaiki taunya malah dilanjutkan motor suamiku juga kena gegara isi bbm pertamina,orig:265 -> final:258
Tue Nov 04 05:26:07 +0000 2025,1720665183188922368,@zeinersyad @NarasiNewsroom Berdasarkan data dari sumber seperti Gaikindo Kompas dan DetikOto kendaraan yang mungkin tidak kompatibel dengan BBM E10 (etanol 10%) termasuk: - Mobil bensin produksi sebelum 2000 (risiko korosi pada komponen karet/plastik). - Sepeda motor lawas dengan karburator atau,Berdasarkan data dari sumber seperti Gaikindo Kompas dan DetikOto kendaraan yang mungkin tidak kompatibel dengan BBM E etanol termasuk Mobil bensin produksi sebelum risiko korosi pada komponen karet plastik Sepeda motor lawas dengan karburator atau,berdasarkan data dari sumber seperti gaikindo kompas dan detikoto kendaraan yang mungkin tidak kompatibel dengan bbm e etanol termasuk mobil bensin produksi sebelum risiko korosi pada komponen karet plastik sepeda motor lawas dengan karburator atau,berdasarkan data dari sumber seperti gaikindo kompas dan detikoto kendaraan yang mungkin tidak kompatibel dengan bbm e etanol termasuk mobil bensin produksi sebelum risiko korosi pada komponen karet plastik sepeda motor lawas dengan karburator atau,orig:297 -> final:248
Tue Nov 04 05:24:37 +0000 2025,172702572,@NarasiNewsroom @grok berikan daftar kendaraan yang tidak bisa menggunakan bahan bakar campuran etanol 10%,berikan daftar kendaraan yang tidak bisa menggunakan bahan bakar campuran etanol,berikan daftar kendaraan yang tidak bisa menggunakan bahan bakar campuran etanol,berikan daftar kendaraan yang tidak bisa menggunakan bahan bakar campuran etanol,orig:106 -> final:80
Tue Nov 04 05:14:33 +0000 2025,69490387,BP nyerah terpaksa jualan bbm etanol atau dia punya pemasok baru yang non etanol ya?,BP nyerah terpaksa jualan bbm etanol atau dia punya pemasok baru yang non etanol ya,bp nyerah terpaksa jualan bbm etanol atau dia punya pemasok baru yang non etanol ya,bp nyerah terpaksa jualan bbm etanol atau dia punya pemasok baru yang non etanol,orig:84 -> final:80
Tue Nov 04 04:32:51 +0000 2025,1909139716026556416,Jakarta CNBC Indonesia - Dewan Energi Nasional (DEN) mengingatkan pentingnya menggandeng sektor manufaktur dalam rencana kebijakan peningkatan campuran etanol ke bahan bakar minyak (BBM) jenis bensin menjadi 10% (E10). Saat ini implementasi campuran etanol ke bensin di Indonesia https://t.co/bUNkJxd35R,Jakarta CNBC Indonesia Dewan Energi Nasional DEN mengingatkan pentingnya menggandeng sektor manufaktur dalam rencana kebijakan peningkatan campuran etanol ke bahan bakar minyak BBM jenis bensin menjadi E Saat ini implementasi campuran etanol ke bensin di Indonesia,jakarta cnbc indonesia dewan energi nasional den mengingatkan pentingnya menggandeng sektor manufaktur dalam rencana kebijakan peningkatan campuran etanol ke bahan bakar minyak bbm jenis bensin menjadi e saat ini implementasi campuran etanol ke bensin di indonesia,jakarta cnbc indonesia dewan energi nasional den mengingatkan pentingnya menggandeng sektor manufaktur dalam rencana kebijakan peningkatan campuran etanol ke bahan bakar minyak bbm jenis bensin menjadi e saat ini implementasi campuran etanol ke bensin di indonesia,orig:303 -> final:264
Tue Nov 04 04:15:38 +0000 2025,847372542830444544,Tenang! Jenis Kendaraan Ini Aman Pakai BBM Campur Etanol 10% https://t.co/10ZJb57BKM,Tenang Jenis Kendaraan Ini Aman Pakai BBM Campur Etanol,tenang jenis kendaraan ini aman pakai bbm campur etanol,tenang jenis kendaraan ini aman pakai bbm campur etanol,orig:84 -> final:55
Tue Nov 04 03:57:50 +0000 2025,975389335775199232,@RakyatBerbisik Hentikan BBM campur etanol! Rakyat dikasi hal ga enak terus!,Hentikan BBM campur etanol Rakyat dikasi hal ga enak terus,hentikan bbm campur etanol rakyat dikasi hal ga enak terus,hentikan bbm campur etanol rakyat dikasi hal tidak enak terus,orig:76 -> final:61
Tue Nov 04 03:27:36 +0000 2025,2199496092,@PaltiWest Ajak si bahlil itu Turing naik motor trus isi BBM bareng yang dicampur etanol tsb... Dan selanjutnya biar dia rasakan sendiri motornya mogok sama-sama dijalan biar dia tau akibat etanol pada mesin motor.,Ajak si bahlil itu Turing naik motor trus isi BBM bareng yang dicampur etanol tsb Dan selanjutnya biar dia rasakan sendiri motornya mogok sama sama dijalan biar dia tau akibat etanol pada mesin motor,ajak si bahlil itu turing naik motor trus isi bbm bareng yang dicampur etanol tsb dan selanjutnya biar dia rasakan sendiri motornya mogok sama sama dijalan biar dia tau akibat etanol pada mesin motor,ajak si bahlil itu turing naik motor trus isi bbm bareng yang dicampur etanol tsb dan selanjutnya biar dia rasakan sendiri motornya mogok sama sama dijalan biar dia tau akibat etanol pada mesin motor,orig:214 -> final:199
Tue Nov 04 03:06:55 +0000 2025,1168705905015148546,Pertamina buka bengkel gratis untuk motor brebet. Lucu juga ya berarti mereka udah tahu ada yang salah sama BBM-nya. Ini bukan soal mesin motor tapi soal kebijakan campur etanol yang dipaksakan Bahlil. BBM makin hijau tapi motor malah batuk-batuk. https://t.co/4VsMBkZqtD,Pertamina buka bengkel gratis untuk motor brebet Lucu juga ya berarti mereka udah tahu ada yang salah sama BBM nya Ini bukan soal mesin motor tapi soal kebijakan campur etanol yang dipaksakan Bahlil BBM makin hijau tapi motor malah batuk batuk,pertamina buka bengkel gratis untuk motor brebet lucu juga ya berarti mereka udah tahu ada yang salah sama bbm nya ini bukan soal mesin motor tapi soal kebijakan campur etanol yang dipaksakan bahlil bbm makin hijau tapi motor malah batuk batuk,pertamina buka bengkel gratis untuk motor brebet lucu juga berarti mereka udah tahu ada yang salah sama bbm nya ini bukan soal mesin motor tapi soal kebijakan campur etanol yang dipaksakan bahlil bbm makin hijau tapi motor malah batuk batuk,orig:271 -> final:240
Tue Nov 04 02:33:46 +0000 2025,600631500,waktunya BBM plat merah studi banding dalam tangki kendaraan yang sudah bercampur Bensin Swasta si etanol-etanol itu pasti bertanya: kenapa kwalitas mereka lebih baik padahal sekarang ini semuanya dari sumber yang sama ** harusnya aku bisa seperti kalian **,waktunya BBM plat merah studi banding dalam tangki kendaraan yang sudah bercampur Bensin Swasta si etanol etanol itu pasti bertanya kenapa kwalitas mereka lebih baik padahal sekarang ini semuanya dari sumber yang sama harusnya aku bisa seperti kalian,waktunya bbm plat merah studi banding dalam tangki kendaraan yang sudah bercampur bensin swasta si etanol etanol itu pasti bertanya kenapa kwalitas mereka lebih baik padahal sekarang ini semuanya dari sumber yang sama harusnya aku bisa seperti kalian,waktunya bbm plat merah studi banding dalam tangki kendaraan yang sudah bercampur bensin swasta si etanol etanol itu pasti bertanya kenapa kwalitas mereka lebih baik padahal sekarang ini semuanya dari sumber yang sama harusnya aku bisa seperti kalian,orig:257 -> final:250
Tue Nov 04 01:50:30 +0000 2025,1720665183188922368,@ridlo_azka @tjahajababimu @peredam03 Pertamina sebagai penyedia bahan bakar bertanggung jawab atas kualitas produk dan pemberian informasi kompatibilitas seperti risiko korosi dari etanol pada kendaraan lama. Pemerintah melalui regulasi biofuel juga ikut andil dalam transisi bertahap ke E10 agar minim dampak.,Pertamina sebagai penyedia bahan bakar bertanggung jawab atas kualitas produk dan pemberian informasi kompatibilitas seperti risiko korosi dari etanol pada kendaraan lama Pemerintah melalui regulasi biofuel juga ikut andil dalam transisi bertahap ke E agar minim dampak,pertamina sebagai penyedia bahan bakar bertanggung jawab atas kualitas produk dan pemberian informasi kompatibilitas seperti risiko korosi dari etanol pada kendaraan lama pemerintah melalui regulasi biofuel juga ikut andil dalam transisi bertahap ke e agar minim dampak,pertamina sebagai penyedia bahan bakar bertanggung jawab atas kualitas produk dan pemberian informasi kompatibilitas seperti risiko korosi dari etanol pada kendaraan lama pemerintah melalui regulasi biofuel juga ikut andil dalam transisi bertahap ke e agar minim dampak,orig:311 -> final:269
Tue Nov 04 01:27:26 +0000 2025,1092812325277462528,Banyak yang nyinyir soal etanol di BBM padahal Shell BP dan Vivo juga pakai etanol sejak lama. Etanol bukan racun buat mesin justru bikin pembakaran lebih bersih emisi lebih rendah dan ramah lingkungan. https://t.co/00YQp6MnCx,Banyak yang nyinyir soal etanol di BBM padahal Shell BP dan Vivo juga pakai etanol sejak lama Etanol bukan racun buat mesin justru bikin pembakaran lebih bersih emisi lebih rendah dan ramah lingkungan,banyak yang nyinyir soal etanol di bbm padahal shell bp dan vivo juga pakai etanol sejak lama etanol bukan racun buat mesin justru bikin pembakaran lebih bersih emisi lebih rendah dan ramah lingkungan,banyak yang nyinyir soal etanol di bbm padahal shell bp dan vivo juga pakai etanol sejak lama etanol bukan racun buat mesin justru bikin pembakaran lebih bersih emisi lebih rendah dan ramah lingkungan,orig:226 -> final:200
