created_at,user_id_str,full_text,cleaned,casefolded,normalized,tokens,tokens_clean,stemmed
Wed Oct 08 19:48:19 +0000 2025,1395171646151880706,Saran gue BBM mahal kan? Trus drpd ribet campur Etanol. Dan lempar salah si A B C padahal gk mampu kerja semua. Mendingan pemerintah beli bensin jadi aja impor dari IRAN. MURAH Rakyat seneng! Kalian jg gk usah ribet kerja! APBN irit lg gk usah gaji yg gk bs kerja. Atau kalau,Saran gue BBM mahal kan Trus drpd ribet campur Etanol Dan lempar salah si A B C padahal gk mampu kerja semua Mendingan pemerintah beli bensin jadi aja impor dari IRAN MURAH Rakyat seneng Kalian jg gk usah ribet kerja APBN irit lg gk usah gaji yg gk bs kerja Atau kalau,saran gue bbm mahal kan trus drpd ribet campur etanol dan lempar salah si a b c padahal gk mampu kerja semua mendingan pemerintah beli bensin jadi aja impor dari iran murah rakyat seneng kalian jg gk usah ribet kerja apbn irit lg gk usah gaji yg gk bs kerja atau kalau,saran saya bbm mahal kan trus drpd ribet campur etanol dan lempar salah si a b c padahal gk mampu kerja semua mendingan pemerintah beli bensin jadi aja impor dari iran murah rakyat seneng kalian jg gk usah ribet kerja apbn irit lg gk usah gaji yang gk bisa kerja atau kalau,"['saran', 'saya', 'bbm', 'mahal', 'kan', 'trus', 'drpd', 'ribet', 'campur', 'etanol', 'dan', 'lempar', 'salah', 'si', 'a', 'b', 'c', 'padahal', 'gk', 'mampu', 'kerja', 'semua', 'mendingan', 'pemerintah', 'beli', 'bensin', 'jadi', 'aja', 'impor', 'dari', 'iran', 'murah', 'rakyat', 'seneng', 'kalian', 'jg', 'gk', 'usah', 'ribet', 'kerja', 'apbn', 'irit', 'lg', 'gk', 'usah', 'gaji', 'yang', 'gk', 'bisa', 'kerja', 'atau', 'kalau']","['saran', 'bbm', 'mahal', 'trus', 'drpd', 'ribet', 'campur', 'etanol', 'lempar', 'salah', 'kerja', 'mendingan', 'pemerintah', 'beli', 'bensin', 'aja', 'impor', 'iran', 'murah', 'rakyat', 'seneng', 'ribet', 'kerja', 'apbn', 'irit', 'gaji', 'kerja']","['saran', 'bbm', 'mahal', 'trus', 'drpd', 'ribet', 'campur', 'etanol', 'lempar', 'salah', 'kerja', 'mending', 'perintah', 'beli', 'bensin', 'aja', 'impor', 'iran', 'murah', 'rakyat', 'neng', 'ribet', 'kerja', 'apbn', 'irit', 'gaji', 'kerja']"
Wed Oct 08 17:45:36 +0000 2025,1284467183767089152,skincare mahal makeup mahal obat mahal semua serba mahal mana si ireng bahlil itu ngide bener mau campur 10% etanol ke bensin KEK AJG MOTOR GUE UDAH BUSUK JANGAN DIBIKIN MAKIN RUSAKKK dipikir biaya servis ga mahal?????? gitu tuh kalau otak dikepala mikirnya pake daging pantat,skincare mahal makeup mahal obat mahal semua serba mahal mana si ireng bahlil itu ngide bener mau campur etanol ke bensin KEK AJG MOTOR GUE UDAH BUSUK JANGAN DIBIKIN MAKIN RUSAKKK dipikir biaya servis ga mahal gitu tuh kalau otak dikepala mikirnya pake daging pantat,skincare mahal makeup mahal obat mahal semua serba mahal mana si ireng bahlil itu ngide bener mau campur etanol ke bensin kek ajg motor gue udah busuk jangan dibikin makin rusakkk dipikir biaya servis ga mahal gitu tuh kalau otak dikepala mikirnya pake daging pantat,skincare mahal makeup mahal obat mahal semua serba mahal mana si ireng bahlil itu ngide bener mau campur etanol ke bensin kek ajg motor saya udah busuk jangan dibikin makin rusakkk dipikir biaya servis tidak mahal gitu tuh kalau otak dikepala mikirnya pake daging pantat,"['skincare', 'mahal', 'makeup', 'mahal', 'obat', 'mahal', 'semua', 'serba', 'mahal', 'mana', 'si', 'ireng', 'bahlil', 'itu', 'ngide', 'bener', 'mau', 'campur', 'etanol', 'ke', 'bensin', 'kek', 'ajg', 'motor', 'saya', 'udah', 'busuk', 'jangan', 'dibikin', 'makin', 'rusakkk', 'dipikir', 'biaya', 'servis', 'tidak', 'mahal', 'gitu', 'tuh', 'kalau', 'otak', 'dikepala', 'mikirnya', 'pake', 'daging', 'pantat']","['skincare', 'mahal', 'makeup', 'mahal', 'obat', 'mahal', 'serba', 'mahal', 'ireng', 'bahlil', 'ngide', 'bener', 'campur', 'etanol', 'bensin', 'kek', 'ajg', 'motor', 'udah', 'busuk', 'dibikin', 'rusakkk', 'dipikir', 'biaya', 'servis', 'mahal', 'gitu', 'tuh', 'otak', 'dikepala', 'mikirnya', 'pake', 'daging', 'pantat']","['skincare', 'mahal', 'makeup', 'mahal', 'obat', 'mahal', 'serba', 'mahal', 'ireng', 'bahlil', 'ngide', 'bener', 'campur', 'etanol', 'bensin', 'kek', 'ajg', 'motor', 'udah', 'busuk', 'bikin', 'rusakkk', 'pikir', 'biaya', 'servis', 'mahal', 'gitu', 'tuh', 'otak', 'kepala', 'mikirnya', 'pake', 'daging', 'pantat']"
Wed Oct 08 16:32:30 +0000 2025,1720665183188922368,@RicoRi4675 @ranoakira @artiswtic Jika BBM E10 (campur 10% etanol) bercampur air etanol akan menyerap air dan memisah dari bensin (phase separation). Lapisan air-etanol di bawah bensin di atas. Ini bisa turunkan oktan sebabkan korosi dan ganggu mesin seperti sulit start atau mati mendadak. Hindari air masuk,Jika BBM E campur etanol bercampur air etanol akan menyerap air dan memisah dari bensin phase separation Lapisan air etanol di bawah bensin di atas Ini bisa turunkan oktan sebabkan korosi dan ganggu mesin seperti sulit start atau mati mendadak Hindari air masuk,jika bbm e campur etanol bercampur air etanol akan menyerap air dan memisah dari bensin phase separation lapisan air etanol di bawah bensin di atas ini bisa turunkan oktan sebabkan korosi dan ganggu mesin seperti sulit start atau mati mendadak hindari air masuk,jika bbm e campur etanol bercampur air etanol akan menyerap air dan memisah dari bensin phase separation lapisan air etanol di bawah bensin di atas ini bisa turunkan oktan sebabkan korosi dan ganggu mesin seperti sulit start atau mati mendadak hindari air masuk,"['jika', 'bbm', 'e', 'campur', 'etanol', 'bercampur', 'air', 'etanol', 'akan', 'menyerap', 'air', 'dan', 'memisah', 'dari', 'bensin', 'phase', 'separation', 'lapisan', 'air', 'etanol', 'di', 'bawah', 'bensin', 'di', 'atas', 'ini', 'bisa', 'turunkan', 'oktan', 'sebabkan', 'korosi', 'dan', 'ganggu', 'mesin', 'seperti', 'sulit', 'start', 'atau', 'mati', 'mendadak', 'hindari', 'air', 'masuk']","['bbm', 'campur', 'etanol', 'bercampur', 'air', 'etanol', 'menyerap', 'air', 'memisah', 'bensin', 'phase', 'separation', 'lapisan', 'air', 'etanol', 'bensin', 'turunkan', 'oktan', 'sebabkan', 'korosi', 'ganggu', 'mesin', 'sulit', 'start', 'mati', 'mendadak', 'hindari', 'air', 'masuk']","['bbm', 'campur', 'etanol', 'campur', 'air', 'etanol', 'serap', 'air', 'pisah', 'bensin', 'phase', 'separation', 'lapis', 'air', 'etanol', 'bensin', 'turun', 'oktan', 'sebab', 'korosi', 'ganggu', 'mesin', 'sulit', 'start', 'mati', 'dadak', 'hindar', 'air', 'masuk']"
Wed Oct 08 16:21:24 +0000 2025,1129993728335028225,@artiswtic dan apakah benar tujuannya untuk mengurangi impor? atau akal akalan supaya konsumsi BBM meningkat? karna bensin campur etanol lebih boros beberapa % dibanding bensin murni. atau akal akalan supaya pom swasta mau gamau beli bensin Pertamina yg ada campuran etanol nya itu ,dan apakah benar tujuannya untuk mengurangi impor atau akal akalan supaya konsumsi BBM meningkat karna bensin campur etanol lebih boros beberapa dibanding bensin murni atau akal akalan supaya pom swasta mau gamau beli bensin Pertamina yg ada campuran etanol nya itu,dan apakah benar tujuannya untuk mengurangi impor atau akal akalan supaya konsumsi bbm meningkat karna bensin campur etanol lebih boros beberapa dibanding bensin murni atau akal akalan supaya pom swasta mau gamau beli bensin pertamina yg ada campuran etanol nya itu,dan apakah benar tujuannya untuk mengurangi impor atau akal akalan supaya konsumsi bbm meningkat karna bensin campur etanol lebih boros beberapa dibanding bensin murni atau akal akalan supaya pom swasta mau gamau beli bensin pertamina yang ada campuran etanol nya itu,"['dan', 'apakah', 'benar', 'tujuannya', 'untuk', 'mengurangi', 'impor', 'atau', 'akal', 'akalan', 'supaya', 'konsumsi', 'bbm', 'meningkat', 'karna', 'bensin', 'campur', 'etanol', 'lebih', 'boros', 'beberapa', 'dibanding', 'bensin', 'murni', 'atau', 'akal', 'akalan', 'supaya', 'pom', 'swasta', 'mau', 'gamau', 'beli', 'bensin', 'pertamina', 'yang', 'ada', 'campuran', 'etanol', 'nya', 'itu']","['tujuannya', 'mengurangi', 'impor', 'akal', 'akalan', 'konsumsi', 'bbm', 'meningkat', 'karna', 'bensin', 'campur', 'etanol', 'boros', 'dibanding', 'bensin', 'murni', 'akal', 'akalan', 'pom', 'swasta', 'gamau', 'beli', 'bensin', 'pertamina', 'campuran', 'etanol', 'nya']","['tuju', 'kurang', 'impor', 'akal', 'akal', 'konsumsi', 'bbm', 'tingkat', 'karna', 'bensin', 'campur', 'etanol', 'boros', 'banding', 'bensin', 'murni', 'akal', 'akal', 'pom', 'swasta', 'gamau', 'beli', 'bensin', 'pertamina', 'campur', 'etanol', 'nya']"
Wed Oct 08 15:50:49 +0000 2025,1264855023571185664,@artiswtic Ngapain sih lu bahlil bensin di campur etanol mana 10% lagi muka lu ajh tuh rendem pake etanol,Ngapain sih lu bahlil bensin di campur etanol mana lagi muka lu ajh tuh rendem pake etanol,ngapain sih lu bahlil bensin di campur etanol mana lagi muka lu ajh tuh rendem pake etanol,ngapain kamu bahlil bensin di campur etanol mana lagi muka kamu ajh tuh rendem pake etanol,"['ngapain', 'kamu', 'bahlil', 'bensin', 'di', 'campur', 'etanol', 'mana', 'lagi', 'muka', 'kamu', 'ajh', 'tuh', 'rendem', 'pake', 'etanol']","['ngapain', 'bahlil', 'bensin', 'campur', 'etanol', 'muka', 'ajh', 'tuh', 'rendem', 'pake', 'etanol']","['ngapain', 'bahlil', 'bensin', 'campur', 'etanol', 'muka', 'ajh', 'tuh', 'rendem', 'pake', 'etanol']"
Wed Oct 08 15:16:18 +0000 2025,1720665183188922368,@ahcmadriskiy7 @CNNIndonesia Beberapa dampak negatif bensin campur etanol (misalnya E10) dibanding bensin murni berdasarkan sumber terpercaya: - Konsumsi BBM lebih boros karena energi etanol lebih rendah (26-30 MJ/kg vs 40 MJ/kg bensin) kurangi jarak tempuh 1-3%. - Berisiko korosi pada mesin tua atau,Beberapa dampak negatif bensin campur etanol misalnya E dibanding bensin murni berdasarkan sumber terpercaya Konsumsi BBM lebih boros karena energi etanol lebih rendah MJ kg vs MJ kg bensin kurangi jarak tempuh Berisiko korosi pada mesin tua atau,beberapa dampak negatif bensin campur etanol misalnya e dibanding bensin murni berdasarkan sumber terpercaya konsumsi bbm lebih boros karena energi etanol lebih rendah mj kg vs mj kg bensin kurangi jarak tempuh berisiko korosi pada mesin tua atau,beberapa dampak negatif bensin campur etanol misalnya e dibanding bensin murni berdasarkan sumber terpercaya konsumsi bbm lebih boros karena energi etanol lebih rendah mj kg vs mj kg bensin kurangi jarak tempuh berisiko korosi pada mesin tua atau,"['beberapa', 'dampak', 'negatif', 'bensin', 'campur', 'etanol', 'misalnya', 'e', 'dibanding', 'bensin', 'murni', 'berdasarkan', 'sumber', 'terpercaya', 'konsumsi', 'bbm', 'lebih', 'boros', 'karena', 'energi', 'etanol', 'lebih', 'rendah', 'mj', 'kg', 'vs', 'mj', 'kg', 'bensin', 'kurangi', 'jarak', 'tempuh', 'berisiko', 'korosi', 'pada', 'mesin', 'tua', 'atau']","['dampak', 'negatif', 'bensin', 'campur', 'etanol', 'dibanding', 'bensin', 'murni', 'berdasarkan', 'sumber', 'terpercaya', 'konsumsi', 'bbm', 'boros', 'energi', 'etanol', 'rendah', 'bensin', 'kurangi', 'jarak', 'tempuh', 'berisiko', 'korosi', 'mesin', 'tua']","['dampak', 'negatif', 'bensin', 'campur', 'etanol', 'banding', 'bensin', 'murni', 'dasar', 'sumber', 'percaya', 'konsumsi', 'bbm', 'boros', 'energi', 'etanol', 'rendah', 'bensin', 'kurang', 'jarak', 'tempuh', 'risiko', 'korosi', 'mesin', 'tua']"
Wed Oct 08 11:20:50 +0000 2025,2501227944,Presiden Prabowo Subianto setuju Indonesia produksi bensin campur 10% etanol. #AsianQualifiers https://t.co/lQC42JIUF9,Presiden Prabowo Subianto setuju Indonesia produksi bensin campur etanol AsianQualifiers,presiden prabowo subianto setuju indonesia produksi bensin campur etanol asianqualifiers,presiden prabowo subianto setuju indonesia produksi bensin campur etanol asianqualifiers,"['presiden', 'prabowo', 'subianto', 'setuju', 'indonesia', 'produksi', 'bensin', 'campur', 'etanol', 'asianqualifiers']","['presiden', 'prabowo', 'subianto', 'setuju', 'indonesia', 'produksi', 'bensin', 'campur', 'etanol', 'asianqualifiers']","['presiden', 'prabowo', 'subianto', 'tuju', 'indonesia', 'produksi', 'bensin', 'campur', 'etanol', 'asianqualifiers']"
Wed Oct 08 10:35:27 +0000 2025,1468939417846829056,@randomable_ indonesia banyak SDA/SDM nya ngapain di campur'' sama etanol goblok banget lo botak ! rakyat aja minum oplosan aja di larang sedangkan ini bensin buat kebutuhan rakyat indonesia lu mau oplos seenaknya aja goblok lu pikir kita sebagai rakyat indonesia mau lu kibulin haha tolol,indonesia banyak SDA SDM nya ngapain di campur sama etanol goblok banget lo botak rakyat aja minum oplosan aja di larang sedangkan ini bensin buat kebutuhan rakyat indonesia lu mau oplos seenaknya aja goblok lu pikir kita sebagai rakyat indonesia mau lu kibulin haha tolol,indonesia banyak sda sdm nya ngapain di campur sama etanol goblok banget lo botak rakyat aja minum oplosan aja di larang sedangkan ini bensin buat kebutuhan rakyat indonesia lu mau oplos seenaknya aja goblok lu pikir kita sebagai rakyat indonesia mau lu kibulin haha tolol,indonesia banyak sda sdm nya ngapain di campur sama etanol goblok sangat lo botak rakyat aja minum oplosan aja di larang sedangkan ini bensin buat kebutuhan rakyat indonesia kamu mau oplos seenaknya aja goblok kamu pikir kita sebagai rakyat indonesia mau kamu kibulin haha tolol,"['indonesia', 'banyak', 'sda', 'sdm', 'nya', 'ngapain', 'di', 'campur', 'sama', 'etanol', 'goblok', 'sangat', 'lo', 'botak', 'rakyat', 'aja', 'minum', 'oplosan', 'aja', 'di', 'larang', 'sedangkan', 'ini', 'bensin', 'buat', 'kebutuhan', 'rakyat', 'indonesia', 'kamu', 'mau', 'oplos', 'seenaknya', 'aja', 'goblok', 'kamu', 'pikir', 'kita', 'sebagai', 'rakyat', 'indonesia', 'mau', 'kamu', 'kibulin', 'haha', 'tolol']","['indonesia', 'sda', 'sdm', 'nya', 'ngapain', 'campur', 'etanol', 'goblok', 'botak', 'rakyat', 'aja', 'minum', 'oplosan', 'aja', 'larang', 'bensin', 'kebutuhan', 'rakyat', 'indonesia', 'oplos', 'aja', 'goblok', 'pikir', 'rakyat', 'indonesia', 'kibulin', 'haha', 'tolol']","['indonesia', 'sda', 'sdm', 'nya', 'ngapain', 'campur', 'etanol', 'goblok', 'botak', 'rakyat', 'aja', 'minum', 'oplos', 'aja', 'larang', 'bensin', 'butuh', 'rakyat', 'indonesia', 'oplos', 'aja', 'goblok', 'pikir', 'rakyat', 'indonesia', 'kibulin', 'haha', 'tolol']"
Wed Oct 08 09:18:24 +0000 2025,1720665183188922368,@ryanharriss @kompascom Bensin campur 10% etanol (E10) punya kelebihan seperti mengurangi emisi gas rumah kaca hingga 20% meningkatkan oktana untuk performa mesin lebih baik dan bersumber dari bahan terbarukan. Namun kekurangannya termasuk efisiensi bahan bakar turun sekitar 3% potensi korosi pada,Bensin campur etanol E punya kelebihan seperti mengurangi emisi gas rumah kaca hingga meningkatkan oktana untuk performa mesin lebih baik dan bersumber dari bahan terbarukan Namun kekurangannya termasuk efisiensi bahan bakar turun sekitar potensi korosi pada,bensin campur etanol e punya kelebihan seperti mengurangi emisi gas rumah kaca hingga meningkatkan oktana untuk performa mesin lebih baik dan bersumber dari bahan terbarukan namun kekurangannya termasuk efisiensi bahan bakar turun sekitar potensi korosi pada,bensin campur etanol e punya kelebihan seperti mengurangi emisi gas rumah kaca hingga meningkatkan oktana untuk performa mesin lebih baik dan bersumber dari bahan terbarukan namun kekurangannya termasuk efisiensi bahan bakar turun sekitar potensi korosi pada,"['bensin', 'campur', 'etanol', 'e', 'punya', 'kelebihan', 'seperti', 'mengurangi', 'emisi', 'gas', 'rumah', 'kaca', 'hingga', 'meningkatkan', 'oktana', 'untuk', 'performa', 'mesin', 'lebih', 'baik', 'dan', 'bersumber', 'dari', 'bahan', 'terbarukan', 'namun', 'kekurangannya', 'termasuk', 'efisiensi', 'bahan', 'bakar', 'turun', 'sekitar', 'potensi', 'korosi', 'pada']","['bensin', 'campur', 'etanol', 'kelebihan', 'mengurangi', 'emisi', 'gas', 'rumah', 'kaca', 'meningkatkan', 'oktana', 'performa', 'mesin', 'bersumber', 'bahan', 'terbarukan', 'kekurangannya', 'efisiensi', 'bahan', 'bakar', 'turun', 'potensi', 'korosi']","['bensin', 'campur', 'etanol', 'lebih', 'kurang', 'emisi', 'gas', 'rumah', 'kaca', 'tingkat', 'oktana', 'performa', 'mesin', 'sumber', 'bahan', 'baru', 'kurang', 'efisiensi', 'bahan', 'bakar', 'turun', 'potensi', 'korosi']"
Wed Oct 08 08:37:20 +0000 2025,1173853316511485952,Pemerintah menggagas implementasi produk bahan bakar minyak (BBM) E10 yakni campuran bensin dengan etanol sebanyak 10 persen. https://t.co/Y8sx7yTUpp,Pemerintah menggagas implementasi produk bahan bakar minyak BBM E yakni campuran bensin dengan etanol sebanyak persen,pemerintah menggagas implementasi produk bahan bakar minyak bbm e yakni campuran bensin dengan etanol sebanyak persen,pemerintah menggagas implementasi produk bahan bakar minyak bbm e yakni campuran bensin dengan etanol sebanyak persen,"['pemerintah', 'menggagas', 'implementasi', 'produk', 'bahan', 'bakar', 'minyak', 'bbm', 'e', 'yakni', 'campuran', 'bensin', 'dengan', 'etanol', 'sebanyak', 'persen']","['pemerintah', 'menggagas', 'implementasi', 'produk', 'bahan', 'bakar', 'minyak', 'bbm', 'campuran', 'bensin', 'etanol', 'persen']","['perintah', 'gagas', 'implementasi', 'produk', 'bahan', 'bakar', 'minyak', 'bbm', 'campur', 'bensin', 'etanol', 'persen']"
Wed Oct 08 07:12:18 +0000 2025,1247836893699403780,Apakah saatnya kita menggunakan kendaraan listrik? Bikos bensin rumornya mau campur etanol 10%,Apakah saatnya kita menggunakan kendaraan listrik Bikos bensin rumornya mau campur etanol,apakah saatnya kita menggunakan kendaraan listrik bikos bensin rumornya mau campur etanol,apakah saatnya kita menggunakan kendaraan listrik bikos bensin rumornya mau campur etanol,"['apakah', 'saatnya', 'kita', 'menggunakan', 'kendaraan', 'listrik', 'bikos', 'bensin', 'rumornya', 'mau', 'campur', 'etanol']","['kendaraan', 'listrik', 'bikos', 'bensin', 'rumornya', 'campur', 'etanol']","['kendara', 'listrik', 'bikos', 'bensin', 'rumor', 'campur', 'etanol']"
Wed Oct 08 05:08:34 +0000 2025,1720665183188922368,@Donny19stringer @masihmagangNIH @ARSIPAJA Ya etanol dan air bisa bercampur sempurna (miscible) karena keduanya bersifat polar. Itu sebabnya saat air ditambahkan ke bensin beretanol etanol pindah ke air membentuk lapisan campuran dengan volume lebih besar. Bukan air yang bertambah ajaib tapi etanol ikut campur!,Ya etanol dan air bisa bercampur sempurna miscible karena keduanya bersifat polar Itu sebabnya saat air ditambahkan ke bensin beretanol etanol pindah ke air membentuk lapisan campuran dengan volume lebih besar Bukan air yang bertambah ajaib tapi etanol ikut campur,ya etanol dan air bisa bercampur sempurna miscible karena keduanya bersifat polar itu sebabnya saat air ditambahkan ke bensin beretanol etanol pindah ke air membentuk lapisan campuran dengan volume lebih besar bukan air yang bertambah ajaib tapi etanol ikut campur,ya etanol dan air bisa bercampur sempurna miscible karena keduanya bersifat polar itu sebabnya saat air ditambahkan ke bensin beretanol etanol pindah ke air membentuk lapisan campuran dengan volume lebih besar bukan air yang bertambah ajaib tapi etanol ikut campur,"['ya', 'etanol', 'dan', 'air', 'bisa', 'bercampur', 'sempurna', 'miscible', 'karena', 'keduanya', 'bersifat', 'polar', 'itu', 'sebabnya', 'saat', 'air', 'ditambahkan', 'ke', 'bensin', 'beretanol', 'etanol', 'pindah', 'ke', 'air', 'membentuk', 'lapisan', 'campuran', 'dengan', 'volume', 'lebih', 'besar', 'bukan', 'air', 'yang', 'bertambah', 'ajaib', 'tapi', 'etanol', 'ikut', 'campur']","['etanol', 'air', 'bercampur', 'sempurna', 'miscible', 'bersifat', 'polar', 'air', 'bensin', 'beretanol', 'etanol', 'pindah', 'air', 'membentuk', 'lapisan', 'campuran', 'volume', 'air', 'bertambah', 'ajaib', 'etanol', 'campur']","['etanol', 'air', 'campur', 'sempurna', 'miscible', 'sifat', 'polar', 'air', 'bensin', 'etanol', 'etanol', 'pindah', 'air', 'bentuk', 'lapis', 'campur', 'volume', 'air', 'tambah', 'ajaib', 'etanol', 'campur']"
Wed Oct 08 04:34:47 +0000 2025,1720665183188922368,@RagaSukma_1 @CNNIndonesia Honda Revo Fit 110cc karburator seharusnya kompatibel dengan bensin campur etanol 10% (E10) karena model Honda sejak 1993 umumnya mendukungnya. Namun etanol bisa tarik air dan korosi jika motor lama disimpan. Saran: cek manual atau tanya bengkel Honda. Kalau kompatibel campur,Honda Revo Fit cc karburator seharusnya kompatibel dengan bensin campur etanol E karena model Honda sejak umumnya mendukungnya Namun etanol bisa tarik air dan korosi jika motor lama disimpan Saran cek manual atau tanya bengkel Honda Kalau kompatibel campur,honda revo fit cc karburator seharusnya kompatibel dengan bensin campur etanol e karena model honda sejak umumnya mendukungnya namun etanol bisa tarik air dan korosi jika motor lama disimpan saran cek manual atau tanya bengkel honda kalau kompatibel campur,honda revo fit cc karburator seharusnya kompatibel dengan bensin campur etanol e karena model honda sejak umumnya mendukungnya namun etanol bisa tarik air dan korosi jika motor lama disimpan saran cek manual atau tanya bengkel honda kalau kompatibel campur,"['honda', 'revo', 'fit', 'cc', 'karburator', 'seharusnya', 'kompatibel', 'dengan', 'bensin', 'campur', 'etanol', 'e', 'karena', 'model', 'honda', 'sejak', 'umumnya', 'mendukungnya', 'namun', 'etanol', 'bisa', 'tarik', 'air', 'dan', 'korosi', 'jika', 'motor', 'lama', 'disimpan', 'saran', 'cek', 'manual', 'atau', 'tanya', 'bengkel', 'honda', 'kalau', 'kompatibel', 'campur']","['honda', 'revo', 'fit', 'karburator', 'kompatibel', 'bensin', 'campur', 'etanol', 'model', 'honda', 'mendukungnya', 'etanol', 'tarik', 'air', 'korosi', 'motor', 'disimpan', 'saran', 'cek', 'manual', 'bengkel', 'honda', 'kompatibel', 'campur']","['honda', 'revo', 'fit', 'karburator', 'kompatibel', 'bensin', 'campur', 'etanol', 'model', 'honda', 'dukung', 'etanol', 'tarik', 'air', 'korosi', 'motor', 'simpan', 'saran', 'cek', 'manual', 'bengkel', 'honda', 'kompatibel', 'campur']"
